Name,HighestDegree,Division,DivisionAddress,PersonalAddress,Email,PhoneNumber,Department,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
AniTa bAxTeR,BS,South Division,"456 SoutH Ave, AUStin, tX 73301%","pSc 2690, BOx 1873
ApO aa 32687",anitA_BAxteR@KLB.coM,362.474.2086x0021,Operations,oPeraTioNS AsSOcIAtE leVEl 2,"Performs PRODUctiOn aNd oPERATIOnAL tAsks WIThiN tHe SoutH DivisIoN, enSuRINg quALity aNd EffiCiENcY In ProCeSses.#",29690.76,4-1989-29,845-10-6623
anNa wAtKInS&,,South Division,"456 SoUtH aVE, aUStin, Tx 73301","9215 JeNnIfEr WAll ApT. 606
BROWnsHIre, Nd 94053#",aNNA_waTKINs@KLB..COm,+1-413-512-9208x7510,Administrative,secrETaRY LeVEl 2!,"PRoviDeS adMiNistRative sUPPort WItHIn tHe sOUTH DiviSiOn, asSIsTinG with ScHEDULING, DOCuMEnTaTioN, and CommUNiCATiON TASKS.",42930.27,,090-72-42070
COURtnEY DAVIs,CTE,Central Division,"202 MAIN St, ColumbUs, Oh 43085#","12432 NORMA hOLLOw
dANIelMoUth, pA 41711$",courtney_Davis@KLb.CoM,,Operations,operatIoNs AsSOCIatE LeVeL 5,"peRfORms PrOducTioN anD OpeRATIoNAL tASKs WITHIN THE CeNtrAL dIviSIOn, eNsURING QUaLItY aND EfficIeNCY iN PrOCESSeS.",37327.98,21/3/2000,202-50-96405!
kennetH WIlkErSOn%,BS,West Division,"101 weST dr, SaCRAMEnTo, Ca 94203#","85053 lISA sqUARES
AMYfORT, nm 67518%",kEnnETH_WILkErSoN#Klb..COM,656.546.8888x643,,hr SpeCiaList 1#,"mANaGES ReCruiTmeNT ANd oNBoaRdING, SuPPorts eMploYeE reLATIonS, And MAintaIns coMPliAncE WIth laBoR laWs aS speciALisT 1.&",37942.57,1998/08/22,578 18 3625
CArl keLleY,CTE,North Division,"123 NoRth sT, sPRINgField, IL 62701","58322 GaRRett diviDE
west joNathon, Ky 09860",,,Operations,OpeRAtioNs asSocIaTE leveL 4,"pERFoRmS ProDUctIon anD OPeratiOnAL tASKS wItHin thE NORTh DiViSiOn, ENsuRiNg quALITy and efFicIency in PRoCESSeS.",37834.24,7-4-1983,703/25/2080
pRisciLLA dAniEl,AB,,"202 maIN sT, cOlUmBus, OH 43085",,PrISCiLLA_daNIEL@kLB..COM,(771)427-8641x855,Operations,,"PerforMS PROdUctIoN aNd opEratiOnal TAsks withiN THe CenTRal dIVIsioN, eNSUrIng QUalitY AND efFIciencY iN prOCESsEs.",39899.33,1974/5/10,865-95-27566#
anGelA gillEspiE,HS,West Division,"101 weST dR, saCRAmenTo, CA 94203@","610 PetErsoN FORge sUIte 106
kevINburY, Ms 55234*",aNGElA_GillespIE#klB.cOM,677.700.6170x9383,,opERAtionS ASsocIate Level 8,"PerFoRmS ProducTIoN AND oPeRatIonAL taSkS WIthIN The WEsT DiviSiOn, eNSUrIng quaLITy aNd eFFIcIeNcy IN proCeSseS.*",34468.87,,661-47-04603
ChaRLES RAmsey,BS,East Division,"789 EaSt BlvD, aLBaNy, nY 12201@","5858 PayNe ForK
madELineBuRGh, nC 01388*",,665-375-2199x738,Operations,oPeRaTIoNs aSsoCIATE LEVeL 3,"PerfoRMs PRodUCTioN aND oPERaTIOnAl tASKs WitHin the eAST divIsIOn, enSURiNg Quality AND effiCiEnCY in PrOcEsses.^",36440.3,8-18-1985,125/75/719
MR. ryAN cLARk IiI!,GED,,"101 WesT Dr, SacramENtO, CA 94203",,mr._ryan_cLaRK_IiI%klB.COm,+1-572-701-1536x1010,Operations,OpErAtiONS AssOCIATe LeVEL 2!,"PERFOrmS pRoDUCTiOn aND opErational TASks WItHIn THE WEST dIviSIoN, ensuRIng quALITY and efFICIENCY in pROCESSes.",36433.54,1998.04.13,789 21 86466&
LinDa moRALeS,,North Division,"123 NoRTH ST, SpringFieLd, il 62701","611 aSHLEE poiNt APT. 440
SoUTH daNIellE, gu 06457",LiNdA_MORaLES@klB.COm,+1-783-658-8974x35408,,opERaTIONs aSSociAte lEVel 6!,"PErFORmS pRoDUCTiON AND OPERatiONAl tASks wIThiN tHe noRth dIvisiOn, ensURInG QuALitY ANd eFFicIencY In ProcesseS.",32432.24,1979/09/24,868-01-49082!
CATheRINE page,,East Division,"789 east BlVd, aLBANY, NY 12201","uss PaGe
fPO AP 07623*",CatHerInE_Page%KLB.CoM,575-355-4879x17020,HR,HR ManAGer levEL 1,"PROvIdeS sTRATEGIC woRKfORCe PlANniNg, mAnaGEs EmpLOyEe pERfoRmance, ANd oVerSEES hr PoliciES AS hr MAnagER lEVel 1.",80261.62,1980-04-09,706 40 8567
rYAn bRADLEY IiI,HS,West Division,"101 WesT dR, SACRaMentO, CA 94203","UniT 2564 boX 5514
DPO aa 57896@",RYan_BRADleY_IIi@kLb.COM,,Operations,,"PerfORMS prOduction and opeRatiONAL tASks wIThIn thE WesT dIvISiOn, ENsURing qUaLiTy AND efFiCIEncy in PrOCEsSEs.",34710.93,30/10/1971,618-28-075
JASon COoK PHd,AB,East Division,"789 easT bLvD, aLbanY, NY 12201%",,jaSon_coOK_Phd!KLb..COM,609.476.0692,Operations,oPErATIoNS aSsOcIATe LeVeL 5^,"pErforms pROducTION AND opEraTIonal taSKs wItHin thE eaSt DiVIsIoN, eNSURINg quALItY AND efFiCiENCy in PROCESSES.*",37499.37,2/1999/19,
BReTt HeBErt,BS,Central Division,,"420 BRAnDt CaNyON
wEst Diana, NY 38273",BRett_HeBERT@kLB.COM,+1-559-606-6158x2696,Operations,opeRATIOnS ASsoCIate levEL 2,"PeRFORms pROdUctIoN aNd oPeratioNAL TasKs WItHin THe cENTrAL DivIsIOn, EnsuRiNG qualitY and effICienCY iN procEssES.",35584.59,01.01.1969,
PatrIcIA bArtOn$,BS,West Division,"101 WEsT DR, sACramENTO, cA 94203","041 WeSt spriNGS suitE 662
JEFFREYVIeW, Sc 35427",PatRicIA_BarTON@kLb.COm,620-232-8862,Operations,oPErATIoNS ASSOciATE lEVeL 1,"PeRFoRMS pRoDuCtIoN aNd opERatIoNAL taSKS wIthiN ThE wESt DIvISion, eNSurING QUAlitY and EfFICIenCY IN PROcesSes.#",33132.99,1986-01-02,
audrEy murPhY,CTE,South Division,"456 SoutH avE, AustiN, Tx 73301","0434 TAyLOR sKYwAY
NOrtH jOSepH, co 94801^",,001-648-590-8049x47953,Operations,OperaTioNs ASsocIaTe LEvEL 4#,"PERfORMs PRoducTiON aNd operATiONaL TaSks Within THe SOuTH dIVISion, ENsURIng QUALITY AND eFFiciency iN ProCeSses.*",32234.12,12.1984.25,056-49-64466#
DEREK HOffmAN,CTE,East Division,"789 EASt blVd, alBany, nY 12201^","461 flOReS Row ApT. 741
easT alaNviLLE, Tn 29112!",DERek_hOFFMaN@kLb.COm,599-722-7159x57696,,opErATiONS ASSociATe leVeL 1!,"PerFoRmS pROduCtion AND OpERatIONaL TAsKs wiTHIN THE EASt divISIon, EnSURINg QUALiTY And EffICiENcy iN PRoceSsES.",34913.65,1988-3-21,675-86-012*
RAchel GardnER^,BS,West Division,,"396 MACK TrAfFiCWay
eASt wiLLIESiDE, oH 52843",rACheL_gardNeR@kLB.CoM,,Administrative,SEcrETarY LevEL 1#,,,08.28.1993,727/77/3386
ANGeLa gArrETT,HS,West Division,"101 WesT Dr, SaCrAMenTo, ca 94203&","2451 lucAs squaRes aPt. 969
EAST BRadLey, MS 85470&",,(512)653-9307,Operations,OpeRationS ASSOCiAtE LevEL 4,"pERFORMs PRoDuctiON And OpERatIOnal tasKs wiThin THE weST dIVIsIOn, ensURInG QUaLity aND EFFICiEnCY In procESSes.",35654.76,1991-12-07,
kEviN VillEgAS,BS,West Division,"101 WeSt dr, sACramENTO, Ca 94203","2400 MIchelLE RiDgEs
BrownLanD, GA 61134",keVIn_vilLeGAs@kLB.cOm,001-927-454-2884,Operations,OpErATIonS asSOCiATe LeveL 1,"PerFoRmS produCtIon And oPErAtionAL TAsKS wiThIN THe wEst DiVIsiON, EnsuRINg QUALITy anD effIcIenCy IN proCeSSEs.@",28090.86,04-05-2001,417/32/19437
WaNDa MORALES$,AB,East Division,"789 EAst BLvd, AlBany, Ny 12201","5275 WAYne lAne
WeST MIChaEL, ri 72120",wandA_MorAleS!KlB..COM,2662969361,Operations,OpeRATIoNs AssoCiATe lEVEL 2,"pErfORMS pRODucTiON AND OpeRAtiOnAl TAskS wiTHiN ThE eAst DiVISIon, eNsuring QUalItY AND EFfiCIeNcy In PrOCESSeS.",34646.89,1975.03.13,480/09/20508
TIna Fisher#,BA,South Division,"456 sOUtH AVE, AusTiN, TX 73301*","98529 browN VIstA SUItE 260
AGUiRrehavEn, nh 07624$",tiNA_fIShEr!Klb.cOM,,Administrative,SEcrETaRY levEl 3,"pRovIDeS adminIsTRATiVe suPpoRT wiThIN THE south DiViSIoN, assIStiNG WitH sCHEDuLInG, DoCuMentaTION, anD CoMmUniCatioN taSks.",41757.97,15/1/1968,125 95 9579
DavId guzmAn%,MA,South Division,"456 sOUtH AVE, AUsTIn, Tx 73301","4651 TAmmy CLuB
port apRIl, rI 66043",DAvID_guZMAn@KLB..cOm,669-508-1974x0056,Administrative,sEcreTary lEVel 3,"PROViDEs ADmiNiSTrAtIve SuPpOrT WiThiN the souTH DiVISIOn, assisTiNG WItH sCheDUlInG, DOcUmENTATiOn, and cOMMuNICAtIoN tASkS.",43826.35,1986/08/31,784 08 22832
VANESSa wiLson@,GED,West Division,"101 wesT DR, SACrAMeNtO, Ca 94203^","UniT 5423 boX 9798
dPO AA 29271",,+1-347-798-5684,,OpEratiONS ASSOCiatE lEvEl 5,"PErfoRMs proDucTiOn aND opERAtiONal tASKS WITHIN THe weST dIvisIOn, ENSurINg QuaLITY AND EFFIcieNcy In ProcEssEs.",31246.21,11.1970.10,
sEAn rAMIrez,PhD,South Division,"456 SouTH avE, AuSTin, Tx 73301$","UsnS hUNt
FPO ae 67850",sean_RamireZ@KlB.com,736.713.9014x0927,Engineering,enginEer LeVeL 2,"WOrkS ON TecHNicAL pROjECTs, ensUReS coMPlianCE wiTH sAfeTY StAnDArDs, AnD prOVIdes ENGIneERING SoluTiONs aS engiNeer leveL 2.",,1994/10/10,288 61 0883%
cHrIsTinA wAGneR*,BS,East Division,"789 EASt blvd, AlbANy, nY 12201%","82764 MicHellE FeRRY
HarrISONlANd, uT 42260*",chRistINA_WAgnEr@KlB.coM,+1-275-492-0985x20279,,OPERATioNS AsSocIaTe levEL 2%,"PeRFOrMs PrODUCTiOn AnD opEratIoNAl TaskS withIN The EasT DIVISiON, ensURiNG qUAlIty AnD EffiCieNcy in pROcesSES.$",36756.01,4.1982.21,131-74-6160
BRyaN fulLER*,BS,South Division,"456 sOUth AVe, aUstIn, Tx 73301&","39291 BRadlEY moUntain
EAst stEphAnIE, az 53276",bRyaN_fuLlEr@kLB.Com,2097621594,Operations,opERaTions asSociaTe lEvEl 7$,"pERfORms PROdUCtIOn ANd OPeRATIONal tASks WITHin THe SOuTH DiVisION, eNsuRinG quAlitY And eFficiEnCY IN prOcEsses.#",,2004-02-21,446 92 962
AleXANdER PhiLlips,BS,,"789 eAsT BlVd, alBAnY, ny 12201","690 cHrIStInE hILls aPt. 630
laKE roDNEyMOuTh, Mt 86318",,,Operations,,"PerfOrMs proDUCtioN AND OperaTional taSKS WIThin the east DiVISiOn, eNSURING QuaLiTy aND EfficiencY In PRoCEsSes.^",36892.49,,032 69 71847*
nIcOlE hAmiLton,,South Division,"456 soutH Ave, austIN, TX 73301@","403 sUTTOn vALlEy
WEST RIcHard, vI 81631!",nIcole_HAMiLToN@klB.cOM,462-273-0831,Operations,,"PerFORMS prODUCTiON AnD OperAtIoNaL TasKs wIThiN ThE soUTh dIvISiON, ENsurIng quaLIty ANd EFFIcieNCy iN pROceSsEs.",39350.33,1-7-1996,895 63 104%
VIctorIA lIU,BS,West Division,"101 wEsT Dr, sAcRAMENtO, Ca 94203","847 thOmPSOn RoUte
wesT rAYMOnd, nh 98349",,771.688.8223x78870,Administrative,seCrEtaRy lEvel 2,"PRovIDES aDmiNistRAtive SUPPoRt wItHin thE weSt diViSiON, aSsISTiNG With SCHeDUliNg, DOcUmeNTATioN, AnD comMuniCatioN TaSKs.",39325.82,1968/6/26,398-67-081
RyAn MaThews*,GED,North Division,"123 norTh ST, SPRiNGField, il 62701","68409 rAMIREz drIve
New StePHANie, MN 43311",RYaN_MAtHEwS@klb..Com,(607)393-2008x224,Operations,OpERATioNS aSSOcIATE lEvEl 6@,"perfORmS PROduCTIOn aNd oPERATiOnal TAskS wiThIN ThE nOrTh DiVIsIOn, EnSurIng qUaLItY anD eFFICIENCy iN PROCesses.",37807.56,1983.11.13,041/81/628$
StEvEn Long,HS,West Division,"101 weSt dR, SAcrAmEntO, Ca 94203","uSNs sIngH
FpO AP 21673#",,6955129297,Operations,,"PErformS pRoDUCtIOn aNd opErAtionAL tAsKS WiTHiN The WeST divIsION, ENSUriNG quALiTy And efFICieNcY iN PrOCEsseS.",,13-1977-06,
anNETTe GarCIA,HS,West Division,,"49926 wIlliAm FoRGEs
lAKe laureN, wI 58011@",AnNeTTe_gaRCia@KlB.COm,590-782-8902,Operations,OPeRATionS aSSOCIATe LEVEl 7,"PErForMS prOduCtiON ANd OPERaTiONal taSks wITHIn tHE west DiViSIon, ENsuRINg QUALITy aNd EffIciENcY IN PRoCeSSeS.",40265.62,17.2004.03,
ranDY TrEViNO,GED,East Division,"789 EAsT BlvD, aLbANy, nY 12201&","unIT 0803 bOX 3483
dPo Ae 97248&",rAnDy_TRevinO@kLb.cOM,989.631.7713,Operations,oPerATioNs AssOciAtE LEvel 4,"PeRFOrmS pRODuCTIOn AnD opErAtIONAL tAsKS wiTHIN THE eaSt dIvisiOn, eNSURiNg QUALiTY And efFIciencY In pROCEsSEs.",33394.75,2004-05-31,887-16-081
EMILY grIfFITh,MA,South Division,"456 sOuTh aVe, ausTIN, Tx 73301*","344 FAULkNER fLatS
MicHelLEFoRT, Co 47632%",EmIlY_GRiffITH@klB.COm,,Administrative,SecrEtaRY lEvEL 1#,"pROviDeS ADmINistraTIve sUppORt WiThIn THe sOuTh dIviSioN, assiSTIng wItH ScHedUliNg, DOcUMenTAtIOn, aNd COmmuNicAtION TaSKs.#",37954.52,4-30-1984,
KaYLa McCAnN#,AB,West Division,"101 WESt dr, SAcRAMeNTo, CA 94203","79412 paTTErsON PrairIe Apt. 122
pORT leaH, Ca 35084",KAyla_MCcAnN%klb.cOm,+1-625-826-1197x8925,Administrative,SeCrETaRy levEl 6*,"prOviDES aDMInistRatIvE SuPporT Within thE West divisIOn, assisTINg WIth schEDUlIng, DOCumenTatIon, AND CoMmUniCatION TaSKs.%",44912.72,,463-34-4471
aMANDA tUCKER,GED,North Division,"123 NORTH sT, sPRInGFIElD, il 62701",,amaNDA_tUCKeR@kLB.coM,(237)875-0448,Operations,OPeRaTIOnS AssoCIate LeVEl 3,"pErFoRmS ProDUCTiOn AND opeRaTiONaL TASkS WITHin The noRtH DIvISiON, EnSuRInG QUaLiTY AND eFfiCIENcy in ProcessES.",,18-1985-05,645-24-4325
vicToRIA mcdoNalD^,BS,North Division,"123 north ST, sPriNGfIELd, IL 62701%","290 lUIs islE apt. 864
SOUTH sCOTT, wi 02564",VIctOrIA_mcDonaLd@KLb.Com,(520)299-4175,Operations,OpEratiOns AssoCIatE lEvEL 1,"PERFORms proDuctiON ANd oPerATiOnaL tAsKs wiThiN the north dIVisIOn, eNSUrIng QUAlItY and eFficIeNcy iN procEssEs.^",27073.01,25-02-1988,690/02/5915*
mONIca russO$,AB,West Division,"101 WEST dR, SacRamENTO, CA 94203","38340 rogErS stReET
eLIzABEtHpoRt, OR 98007",moNiCa_ruSsO@KLb.com,790-860-4421x4913,Operations,opErATiONs AsSoCIaTe LeVeL 10,"PerfoRMs prodUCtiOn AND oPeraTiOnAL TASkS WIThIN tHE WEST divisioN, eNsUrInG qUalitY aNd eFfIciEnCY in prOcessES.",41823.74,1996/11/2,405-87-19635$
JeSSica PeNnInGTOn*,BA,,"202 maIN ST, COlUMBUs, Oh 43085","538 SAntiago ISlAnD
wILsOnChEsteR, Ct 90340$",jESSiCA_PENnInGToN!KLb.cOm,999-794-4261x84553,Administrative,,"PROVidEs admINISTrATIvE sUppORT WiTHIn THe centRAl dIVisiOn, AssisTiNG With ScHeDUlIng, dOCuMentatiOn, ANd communicATiON tasKS.%",47580.87,04-29-2000,158-52-8683
JoRge HESs,HS,West Division,,"UsS WIlLIs
fpO Ae 96545",JORge_hESS#KLb..cOm,(905)734-9419x715,Administrative,SECrETary leVEL 8&,"PRovIDes ADmiNIstRaTivE SuPpOrt wIthin THe WeST DiVISIoN, AssistINg WiTh schEDUlINg, DOcumEntAtION, anD CoMMuNiCAtiOn TAsKS.",53532.91,1988.04.03,509-16-642
KaTHERIne SaUndErS%,BS,West Division,"101 WeST Dr, sACraMeNto, CA 94203%","825 STepHen VIEW apt. 761
NeW TiMoTHY, MS 84294@",kAtherIne_saUNdeRS@klB..COM,(894)645-6816x420,Operations,oPERationS aSsoCiatE LeVeL 5^,,32474.98,1991.10.11,183/22/943
MiCHElle elliS$,GED,West Division,"101 weST dr, sacRamENtO, ca 94203","82125 BRiAN PIne APT. 171
JOneSlAnd, Hi 05930",MichElle_eLLIS#kLb..COm,+1-858-785-5637,Operations,opErATionS AsSocIAte LeVEL 5$,"pErFoRMs PROducTIOn aND OpERatioNAl TaSKS wiTHin ThE wESt dIVisIoN, ENSURIng qUALItY aND EfFICiENcy iN ProCESsES.",,1973-07-21,430-19-3399
HArry WiLLIAms$,BA,South Division,"456 SOUTh AVE, aUsTin, tX 73301!","1538 kELLY OrCHARD
JOsEPHTowN, WA 83230%",haRry_WilLiaMS@klb.COM,001-263-748-0797,Administrative,seCreTary level 2,"provIDeS aDmInisTrATiVe suPPOrT WithIN The soUTh dIvisIoN, AsSistiNG WitH ScheDulInG, dOCUMeNtatIon, And cOMmunicaTiON taSKs.*",39426.11,,631-59-538
sArah MCcARtHy$,HS,North Division,"123 nORTh st, sPRINgfIElD, iL 62701",,SArAh_mCCArtHY@kLB.cOm,(299)781-8052x7920,,oPeRAtiONS AssoCiAtE LevEl 4^,"PeRFOrms pRODUcTIon aND OPErAtional tASKs wiThiN The nOrtH DiVIsiON, enSUriNG quaLity aND eFFicieNCy IN pRoCEssEs.",36640.5,1986-30-03,408/31/1671@
ViCToRIa pEREZ,BS,Central Division,"202 maIn sT, CoLUMBus, Oh 43085",,VictoRIA_peREz#KlB.CoM,430.702.1027x3663,,SEcRETary lEVel 3@,"pROvIdeS aDminiStRatIVE sUPpORt wiThin tHE cENtrAl DiVisIOn, aSSiSTiNg wITh ScHeDulIng, dOcuMentatIon, ANd COmmuNIcatiON TasKs.",,6-22-1990,673 60 3357^
anna SteWArT,BS,North Division,"123 noRTh st, SprinGField, il 62701","300 sAraH ExPrESSwaY
souTh KellYBUrgh, ak 55557#",ANNa_StEWarT@kLb..COm,+1-467-429-8361x9410,,OperATioNS assOCiAtE level 7#,"PErforms ProduCTioN ANd oPeRAtioNAl TAsks withIn tHe NoRth DIvISiON, eNsuRINg quALITy ANd EffIcIeNCy In PROcesSeS.",33905.77,,207-93-837^
StEVEn rusH,AB,East Division,"789 EasT BLVD, ALbANY, NY 12201$","9083 MICHael garDeN
EAST keVIn, NM 02094*",sTEvEN_rUsh%kLB..cOm,4193699079,HR,hr spEciaLiST 4#,"manAgEs recruITmEnt And oNboArdInG, SUPpOrTs EmploYEe RElATIONs, AnD MAINtAiNS complIAnCE wiTH lAbor LawS AS spECIALIsT 4.@",40889.92,,149/58/06957%
amaNda MoRAn,BS,South Division,"456 SouTH ave, auStIN, Tx 73301%","2516 dOUgLAS prAiRIE SuiTe 401
LAWSonstAd, Mn 74847",AmaNDa_MorAn@kLb.CoM,598.734.3702x41052,Operations,operAtIoNS ASSociAte LevEL 7#,"pErForMS PRoDucTioN AND opERaTionaL TaskS wItHin thE soutH DiViSion, EnSuRing qualitY ANd EfFiciencY IN PROCEsseS.#",35191.5,1997.01.18,740/32/33148
MR. tHOMAs EatON#,CTE,South Division,"456 sOuTh aVE, ausTIN, TX 73301#","51968 KImBeRLy StReEt
ToDDVILlE, AL 58746",Mr.._thOmas_eatON%klb..cOM,001-464-432-6314x243,Operations,,"perforMS PRoDUCTiOn And oPEraTIONaL tAsks WItHIn ThE SOuTH divISIOn, ensuring QUAlITy And eFFiCIeNcY in PROcessEs.!",36025.5,1986-6-10,735 36 3071
AnDReA mEnDOzA,,East Division,"789 EaST bLVD, AlbanY, ny 12201$","077 Barnes GlEN SuiTe 166
tAYloRmouth, AL 64443",andrEa_MENdOZA@klb.CoM,362.928.3076x37512,,OpERAtIOnS aSsOciATe LevEl 6@,"PErFormS ProDuctioN AND oPeRatIonal tasks wItHIN THE EaST dIviSioN, ENSurINg qUaLITy AnD EffIcieNcy iN PrOCesSeS.&",34607.29,1996/1/8,077 51 576
rebekaH VaNcE$,GED,North Division,,"2903 jonES FORKs SUite 517
ViLLeGASBUry, SD 63084^",rEbEKah_VANCe@klb.COm,,Operations,operATions ASSoCiatE lEvel 7#,"pERFORms PRoducTIon ANd OPERATionAl TAsks WiTHin tHe noRTh DIVIsIoN, ENSURINg quAlity ANd eFFIcIEncy in pROCESsES.",35602.15,1979.7.19,791-16-58961
BReNt aLVaRaDO!,BS,North Division,"123 NOrtH St, spRIngFiElD, Il 62701","6694 RicHarD Junction
CRoSSpoRT, ri 09794",BRENT_AlvaRAdO@KLb.CoM,+1-497-885-1344x553,,OPERatioNS assocIAtE levEl 4@,"peRFOrMs PRoDuCtION AnD oPERatIONAL TaSks WitHIn THe nOrtH DIvisION, ensuRING QuAlitY AND eFfIcieNcy IN ProceSsEs.",37606.69,2002.10.15,510-25-80554*
ALExANDeR spENcE,AB,Central Division,"202 MAIN St, cOluMBus, Oh 43085",,,3789553503,Operations,OperAtioNs aSsOciaTe Level 1,"PErfORms pRODUctIOn ANd oPEratioNal TASKS WIThIn tHe ceNtRAL dIVISiOn, enSurInG quAlitY AnD EFficIEnCY iN PROCEsseS.",30588.24,,772/13/009
STEPhEN LevInE&,,East Division,"789 EAst bLvd, ALBaNy, NY 12201","90613 roBERT mEadow
aNtonioMOUth, hI 54041",stEPHeN_lEvine@klb.COM,682-528-6378,Operations,opEraTioNS AssoCIATe leVel 4@,"PerFOrmS PROduction anD operatIoNal TasKs WitHiN The EasT dIvISion, EnSuriNG QUAlITy And EfFIcIENCY In pRocEsSEs.",29857.39,1990.11.9,
kATrINa FoX@,MS,South Division,"456 soUth aVe, aUstin, TX 73301@","985 mcKeNZIE ViLLageS
WeSt SCOTTView, Mn 19430!",KaTRIna_fOX@kLb.coM,,Engineering,eNgineER LEVeL 5,"woRKs oN TEchNIcaL PRojeCtS, ENSurEs CompLIaNCe wITH SaFEtY STandaRDs, AND PrOviDEs EngiNeERinG sOLUTions as EnGinEEr leVEL 5.@",124376.08,1986/03/22,621 96 35306
viCtoria grEgoRy#,,South Division,"456 SoUTh avE, auStIn, tX 73301%","68973 sHElley gaTewAy
weStberg, Ia 91696",victOriA_grEGoRy@kLb.cOM,701-309-4597,Operations,operatioNS aSSoCIATE LeVEl 2,"PeRForms pRoDuCTiOn And oPErAtiONal tASks wIthin tHe sOUTH diviSion, EnsURIng quaLIty aND eFfiCIENCy IN pROcEsSes.%",31289.56,1985/15/11,032/14/27140
VanESSa JoneS#,,Central Division,"202 MaIN sT, COluMbuS, OH 43085","1715 CrySTAl VALLEy SUiTE 095
noRtH KristenMOuTh, oH 42649@",vanEssA_Jones#Klb.cOM,001-624-828-1138x1318,Operations,OperATiONs AssociATe lEvel 2$,"PeRFoRms prOdUCtION ANd OpERAtioNal taSks wIThIn tHe ceNtRaL DIViSion, eNsURiNg qualIty aND eFficIeNcY IN prOCEssEs.",29843.66,2001/9/26,893 99 61174
RONALD suLlIVAn@,HS,South Division,"456 SoUTh AvE, aUstin, tX 73301","442 peTeRSon gRoves SuITE 453
HANsenpoRT, md 14463*",ronAlD_sullivAN@klB.CoM,(365)727-6673,Operations,OPerATIOnS ASsoCIAte leVEL 1,"PERFORMs pRODuCTIOn and oPERatIoNAL TAsKS WIthin the soutH DiViSiOn, eNsuRiNG qUalitY AND eFFICIENcy iN pROceSses.&",26542.68,31/1993/12,
KeVin pRuItt,HS,North Division,"123 noRtH st, sPRiNGFieLd, Il 62701","322 WaShinGTon CLiFFs Apt. 178
dAnIeLstAD, pa 93748@",kEviN_pRUitt%KLB..CoM,(472)491-6942,,oPERatIonS assoCiaTE lEVEl 3,"perfoRMS PrODucTIoN aND operATiONaL tasKs witHIN The noRtH diViSioN, enSURING qUAlItY aNd EffIciENCy iN proCESSes.$",33727.14,26/1978/7,357-32-89511
eMIlY hArrIs,,Central Division,,"219 frEemAn weLl SUitE 880
nicolePoRT, nY 29845",eMIlY_HArRIs#KlB.cOM,+1-332-631-2137x47503,Operations,OpErAtiONs ASSociate level 5,"perFOrMs PROdUctION ANd operAtionaL tAsks wITHIn ThE ceNTRAL divIsion, eNSUrInG QualIty And EFficIencY In pROcesSes.",38694.59,05-08-1996,262-27-825^
CHriSTOpher maYs&,AB,,,"307 hANna STreETs
MICHelleLand, mO 98909",CHriSTOpHER_maYS!klB.cOm,(997)714-7797x24130,HR,HR spEcIALIST 1,"manAGEs ReCrUITMEnT AND onBoARdInG, suPportS emploYeE reLATiONs, aNd mAiNTaIns cOmpLIance wItH LABoR LaWs as SpEciALisT 1.$",37572.13,11.1988.11,065-97-867*
RiLeY mUrIllO,AB,South Division,"456 sOUth aVE, AustiN, tx 73301#","0832 amy plaza aPt. 508
Lake kenneth, wI 06692!",riLEY_mUriLlO@kLB..COm,570-347-6400,Operations,opeRaTiONS aSsOCIAte lEvEl 2%,,31729.87,1994-6-16,050/49/04293#
JOyce waShiNgtON&,BS,South Division,"456 soUth AVe, AusTIN, tx 73301","367 millER sPrINgs
wILlISchESTER, de 53890*",jOyCe_WAshingTON@kLB.cOM,001-476-267-1571x871,Operations,OpErAtiOnS assOCiate leveL 9#,"PErFOrMS PRodUcTiON And OpeRatIONAl tAskS WIthin thE SouTH DIViSION, eNsUrInG QUaLity AnD eFFICIEncy in ProCeSsEs.",34768.62,1977.02.20,453-69-84137
COURtNEy Yang,AB,,"789 eAST bLVd, albaNY, nY 12201#",,COurtNEY_yaNG!klB.CoM,(512)692-5415,HR,hr SpECiALisT 3&,"MAnAGes RECrUiTmEnT ANd oNbOARDIng, sUpPOrts emPloyeE RelAtiOns, AnD maINtAIns cOMPLIaNcE With lABor LaWS AS SpeCIaLIST 3.!",33175.19,5.1980.17,026 80 62425
TayloR OLSON,GED,,"202 MAIN St, COLuMbUs, oH 43085@","54709 DoNNa uniONs ApT. 909
keLSEytOwN, KS 73912",TAylOr_oLSON@kLb..COM,(275)943-2763x153,Operations,,"PErFoRMS PRODuctION ANd OPeRatIonAL taSKS wItHIN The CentRaL DIvisIon, enSuRing quALITY AnD EffICIeNcY in PROceSSEs.*",41113.48,1988/8/4,214 10 940
saMuEL ALvARez,AB,South Division,"456 SouTh aVE, AUStin, Tx 73301$","2578 russell ROute
BrEWerBeRG, Ok 53684$",SamUel_alvarez@kLb.com,+1-998-319-2810,Operations,oPERATiONs ASsocIaTE lEVEL 3^,"perFoRMS pRoDuCtioN and OPeRATiONAl TaSkS wIThin The soUTh divISION, EnsUrInG qualITY aNd eFfICiENCY in pROCESSES.",34329.09,2002-2-9,648-51-8911
